Frequency Measurement - 100Hz
9459310.0	-91.2159
1.90523	0.0870836
1.67441	0.167353
8.40839	0.0264428
1.82994	0.0929616
1.62718	0.108142
6676200.0	-89.7623
1.70441	0.162413
1.72439	0.104634
6823590.0	-90.2439
1.74369	0.10286
1.73866	0.0979068
16.0399	0.0125575
2.11409	0.0824309
19.8579	0.00611412
1.72505	0.100286
7117700.0	-89.5018
1.79038	0.15987
Frequency Measurement - 120Hz
8689210.0	-88.4642
142852.0	30.5156
1.67465	0.190856
8.40867	0.0301595
1.83007	0.0999446
1.62715	0.11288
5733600.0	-88.94
1.70417	0.184685
1.72419	0.118682
5811580.0	-89.884
1.74373	0.110316
1.73891	0.123141
16.0244	0.0237387
2.11463	0.0934679
19.976	-0.0147969
1.725	0.113819
6011200.0	-90.5395
1.79061	0.188834
Frequency Measurement - 1000Hz
952771.0	-89.1891
54448.4	12.9641
5.34719	-32.4316
6.91592	-17.1691
9.30703	10.7142
2.11267	6.93321
679076.0	-88.456
1.70537	1.53334
1.72432	0.977935
682596.0	-88.6503
1.74416	0.977885
1.73905	0.982882
16.0915	0.0966077
2.11449	0.857325
19.997	0.0812667
1.72505	0.997187
708997.0	-88.7663
1.79204	1.55276
Frequency Measurement - 10000Hz
105877.0	-89.7471
1.92896	8.78897
1.74452	15.5611
8.4159	1.94334
9.09889	-17.8558
8.18354	-29.3034
6.59087	-41.4451
3803.11	11.4009
8.2212	-29.3559
8269.38	-120.229
2457.18	18.5662
1.76479	9.72574
16.0913	0.997282
2.13899	8.52364
19.9979	0.788262
1.75042	9.66455
73189.8	-88.6577
1.85926	14.8541
Frequency Measurement - 100000Hz
10844.4	-87.8486
3.52124	56.7689
4.9262	69.4974
8.90775	18.6836
3.37809	56.6764
3.28604	59.8408
7330.22	-88.4305
4.77758	68.605
3.41836	59.2416
2142.17	-104.72
3.46285	59.2798
3.46212	59.3729
16.3215	9.86486
3.81584	55.9498
20.205	7.88619
3.41794	59.2091
7585.56	-88.5383
5.04321	68.5109
