Frequency Measurement - 100Hz
10392600.0	-90.3084
178272.0	30.3483
1.67507	0.178682
39.3689	0.388095
2.09908	0.0877877
1.63106	0.0977789
6508950.0	-85.9493
1.9129	0.145125
1.72442	0.098303
6642670.0	-86.1809
1.74727	0.0980797
1.74105	0.0986438
25.9626	1.3566
2.31981	0.0489733
2.39537	0.0529832
1.73231	0.0932568
6995410.0	-86.996
1.83427	0.149491
Frequency Measurement - 120Hz
8755560.0	-87.3717
137265.0	17.9458
1.67497	0.194127
39.4057	0.158337
2.10408	0.0979963
1.63063	0.132581
5736330.0	-89.234
1.90874	0.156474
1.72453	0.110231
5698500.0	-91.2121
1.7474	0.11812
1.74134	0.127971
28.6072	0.175577
2.31909	0.0937802
2.39308	0.0652351
1.73242	0.0863868
5640880.0	-87.2427
1.83382	0.172893
Frequency Measurement - 1000Hz
960651.0	-89.4328
76215.4	-3.46298
5.62717	28.3533
8.0902	-34.5377
34.4542	9.34598
5.65456	26.3596
35075.1	-121.365
36374.0	14.0382
1.72501	0.979054
686765.0	-88.6022
1.74767	0.975172
1.74123	0.983227
29.2486	-0.0621258
2.31806	0.782578
2.39186	0.684532
1.73291	0.974018
713250.0	-88.7205
1.83504	1.49751
Frequency Measurement - 10000Hz
106050.0	-89.6911
1.88862	8.98319
1.74312	15.3975
38.7065	0.665075
2.12892	7.62697
1.65543	9.89708
70750.2	-88.3906
1.95977	13.1227
1.75035	9.6691
71176.0	-88.5177
1.77324	9.67678
1.76699	9.72052
29.4519	0.504355
2.33957	7.77073
2.40843	6.81736
4.41953	35.72
14968.8	-88.8405
1266.63	16.7278
Frequency Measurement - 100000Hz
10005.6	-88.734
652.896	50.6462
4.87813	69.2648
39.1878	4.15414
3.53949	52.9175
3.28698	59.7947
2142.93	-104.712
11.9641	101.871
3.41843	59.2173
7399.71	-88.4441
3.46406	59.2254
3.46345	59.3376
29.714	5.16324
3.93206	53.503
3.73916	49.7882
2.40001	30.5641
1428.52	-93.6972
107.542	36.7652
